test,predict
4.222,3.3335369
4.002444444,3.2893534
3.968111111,3.554327
3.682666667,3.3908832
3.523333333,3.0680795
3.397777778,3.0945382
3.394666667,3.1842673
3.356888889,3.2045083
3.368555556,3.1232264
3.2877499999999995,3.1205866
3.325333333,3.2505724
3.407888889,3.3873637
3.1891111109999994,3.398123
3.146,3.3376336
3.026111111,3.2454379
3.017888889,3.3021169
2.975,3.2007358
3.088555556,3.20561
2.954666667,3.2627478
3.045555556,3.1780827
2.923111111,3.1487257
2.993111111,3.1994512
2.979,3.1905892
