test,predict
3.734555556,3.6050596
3.671111111,3.6258943
3.699111111,3.6443584
3.3363333330000002,3.704381
3.146777778,3.5686188
3.118444444,3.1142125
3.182444444,3.0157006
3.117555556,2.9413645
3.013111111,2.99941
2.955,3.0738833
3.040888889,3.1141293
2.963111111,3.0753696
3.143555556,2.9911003
3.1022222219999995,3.0908508
3.076444444,3.190973
3.000555556,3.1687727
2.923888889,3.0093057
3.022666667,3.0358407
3.02,3.0430543
3.118222222,3.1994164
3.019666667,3.0528896
3.158,2.9440799
3.036444444,2.9155111
